Starling ID,Headwords,Gloss,chosen_abbr,v1_choice,differs_from_v1,enrichment_used,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR1855,*tīr_-,to be finished,TI_FI,TI_FI,,yes,TI_FI,Time — to Finish,0.539,TI_CE,Time — to Cease,0.445,TI_BB,Time — to Begin; Beginning,0.349
PDR1856,*tīt- (?),bird,AN_BI,AN_BI,,,AN_BI,Animals — Bird,0.738,AN_CK,"Animals — Cock, Rooster",0.571,AN_DU,Animals — Duck,0.568
PDR1857,*tjām-,tortoise,AN_SK,AN_SK,,yes,AN_SK,Animals — Snake,0.382,AN_WR,Animals — Worm,0.327,AN_MO,Animals — Mouse,0.304
PDR1858,*tjī-,to burn,PW_BU,PW_BU,,yes,PW_BU,"Physical World — to Burn, Scorch",0.526,PW_FI,Physical World — Fire (n),0.396,PW_FL,Physical World — Flame (n),0.391
PDR1859,*tjī-,sweet,SP_ST,TI_NO,YES,yes,SP_ST,Sense Perception — Sweet,0.293,FD_SS,Food & Drink — Sugar,0.247,FD_HO,Food & Drink — Honey,0.246
PDR1860,*tjoṭ-,beehive,AN_BE,AN_BE,,yes,AN_BE,Animals — Bee,0.552,FD_HO,Food & Drink — Honey,0.397,AN_IN,Animals — Insect,0.333
PDR1861,*toḍ-,"to wear, put on",CA_CD,CA_CD,,yes,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.670,CA_SE,Clothing & Adornment — to Sew,0.626,CA_AD,Clothing & Adornment — Adornment (personal),0.621
PDR1862,*toḍ-,lip,BP_LI,BP_LI,,yes,BP_LI,Body Parts & Functions — Lip,0.618,BP_TG,Body Parts & Functions — Tongue,0.425,BP_MO,Body Parts & Functions — Mouth,0.414
PDR1863,*toḍ-,to begin; to get ready,TI_BB,TI_BB,,yes,TI_BB,Time — to Begin; Beginning,0.570,TI_CE,Time — to Cease,0.336,TI_SI,"Time — Soon, Immediately",0.288
PDR1864,*tod_- (?),feather,BP_FE,BP_FE,,yes,BP_FE,Body Parts & Functions — Feather,0.496,AN_BI,Animals — Bird,0.420,CA_CB,Clothing & Adornment — Comb,0.418
PDR1865,*toɣar-,dhal,AN_WE,PW_ST,YES,yes,AN_WE,Animals — Wether,0.291,AN_GS,Animals — Goose,0.288,AN_HN,Animals — Hen,0.286
PDR1866,*tok-,"bark, rind",CA_FU,AN_BU,YES,yes,CA_FU,Clothing & Adornment — Fur,0.413,AV_TR,Agriculture & Vegetation — Tree (generic),0.390,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.385
PDR1867,*tol-,"to remove; to depart; to die, perish",MO_GA,MO_GA,,yes,MO_GA,"Motion & Transportation — to Depart, Go Away",0.398,TI_CE,Time — to Cease,0.382,SR_LE,"Spatial Relations — to Leave, Relinquish",0.366
PDR1868,*tol-,formerly; early; tomorrow,TI_OL,TI_TM,YES,yes,TI_OL,Time — Old,0.337,TI_YD,Time — Yesterday,0.306,TI_NW,Time — New,0.278
PDR1869,*toḷ-,"to pierce, bore",PA_CV,PA_BR,YES,yes,PA_CV,Physical Acts & Materials — to Carve,0.442,PA_BR,Physical Acts & Materials — to Bore,0.419,PA_CU,Physical Acts & Materials — to Cut,0.408
PDR1870,*toḷ-,to spill; to flow,PA_PO,MO_FL,YES,yes,PA_PO,Physical Acts & Materials — to Pour,0.421,FD_SU,"Food & Drink — to Suck, Suckle",0.351,FD_SP,Food & Drink — Spoon,0.332
PDR1871,*toḷ-pad-,nine,QN_TH,QN_NN,YES,yes,QN_TH,Quantity & Number — Three,0.322,TI_OL,Time — Old,0.296,TI_AG,Time — Age,0.295
PDR1872,*tonḍ-,throat,BP_TR,BP_TR,,yes,BP_TR,Body Parts & Functions — Throat,0.624,BP_CO,Body Parts & Functions — to Cough,0.474,BP_SP,Body Parts & Functions — to Spit,0.444
PDR1873,*tonḍ-,beak; trunk,BP_FE,AN_BI,YES,yes,BP_FE,Body Parts & Functions — Feather,0.446,AN_CK,"Animals — Cock, Rooster",0.419,BP_CK,Body Parts & Functions — Cheek,0.419
PDR1874,*Tonḍ-,creeper,MO_CC,MO_CC,,yes,MO_CC,"Motion & Transportation — to Creep, Crawl",0.283,AV_SH,Agriculture & Vegetation — Shovel (n),0.252,CA_SL,Clothing & Adornment — Slipper,0.251
PDR1875,*tondar-,trouble,SO_SQ,TI_HR,YES,yes,SO_SQ,"Social Relations — Strife, Quarrel",0.452,EM_MF,Emotion — Misfortune,0.376,MT_DB,Mind & Thought — Doubt (n),0.316
PDR1876,*toŋ-,to hang,CA_WE,TI_FI,YES,yes,CA_WE,Clothing & Adornment — to Weave,0.351,CA_SE,Clothing & Adornment — to Sew,0.342,PA_RC,"Physical Acts & Materials — Rope, Cord",0.321
PDR1877,"*tor-, *dor-","to push, shove",MO_PS,MO_PS,,yes,MO_PS,"Motion & Transportation — to Push, Shove",0.715,PA_PR,Physical Acts & Materials — to Press,0.403,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.385
PDR1878,*tor_-,kine,AN_CO,PW_MU,YES,yes,AN_CO,Animals — Cow,0.374,AN_HE,Animals — Herdsman,0.354,AN_CF,Animals — Calf,0.331
PDR1879,*toT-,to stammer,EM_GR,PA_SO,YES,yes,EM_GR,Emotion — to Groan,0.364,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.313,LM_BS,Language & Music — to be Silent,0.311
PDR1880,*toṬ-,to touch,SP_TV,SP_TV,,yes,SP_TV,Sense Perception — to Touch,0.584,PA_RU,Physical Acts & Materials — to Rub,0.502,SP_TC,Sense Perception — Touch (n),0.494
PDR1881,*toṭ-i,trough,MO_SI,TI_SP,YES,yes,MO_SI,Motion & Transportation — to Sink,0.288,FD_BW,Food & Drink — Bowl,0.281,PA_PO,Physical Acts & Materials — to Pour,0.276
PDR1882,*toṭil-,cradle,MK_IN,MK_IN,,yes,MK_IN,Mankind — Infant,0.428,BP_BM,Body Parts & Functions — to Bear (of Mother),0.325,BP_WO,Body Parts & Functions — Womb,0.323
PDR1883,*toẓ-,"to tread on, kick",MO_WA,MO_RU,YES,yes,MO_WA,Motion & Transportation — to Walk,0.416,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.399,BP_FT,Body Parts & Functions — Foot,0.349
PDR1884,*toẓ-,work,PA_WS,TI_FI,YES,yes,PA_WS,"Physical Acts & Materials — Work, Labor",0.468,PA_WV,"Physical Acts & Materials — to Work, Toil",0.439,SO_ST,Social Relations — Servant,0.411
PDR1885,*toẓ-,to worship,RB_WO,RB_WO,,yes,RB_WO,Religion & Beliefs — to Worship,0.658,RB_HS,"Religion & Beliefs — Holy, Sacred",0.497,RB_AL,Religion & Beliefs — Altar,0.496
PDR1886,*tō-,to bathe; to be wet,PA_WA,CA_TW,YES,yes,PA_WA,Physical Acts & Materials — to Wash,0.472,MO_SW,Motion & Transportation — to Swim,0.400,BP_UU,Body Parts & Functions — to Urinate; Urine,0.366
PDR1887,*tōɣ-,"to kick, stamp",PA_SH,PA_SH,,yes,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.442,MO_PS,"Motion & Transportation — to Push, Shove",0.357,CA_BO,Clothing & Adornment — Boot,0.342
PDR1888,*tōɣ-,a k. of ficus,FD_FI,FD_FI,,yes,FD_FI,Food & Drink — Fig,0.392,AV_TR,Agriculture & Vegetation — Tree (generic),0.325,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.303
PDR1889,*tōk-,tail,BP_TA,BP_TA,,yes,BP_TA,Body Parts & Functions — Tail,0.515,CA_FU,Clothing & Adornment — Fur,0.417,CA_CR,Clothing & Adornment — Collar,0.376
PDR1890,*tōl,"skin, hide",BP_SH,BP_SH,,yes,BP_SH,"Body Parts & Functions — Skin, Hide",0.586,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.423,CA_CK,Clothing & Adornment — Cloak,0.399
PDR1891,*tōl-,egg,BP_EG,BP_EG,,yes,BP_EG,Body Parts & Functions — Egg,0.494,AN_HN,Animals — Hen,0.438,AN_HC,"Animals — Hen, Chicken (generic)",0.426
PDR1892,*tōḷ-,"shoulder, arm",BP_SD,BP_SD,,yes,BP_SD,Body Parts & Functions — Shoulder,0.637,BP_AR,Body Parts & Functions — Arm,0.560,BP_EL,Body Parts & Functions — Elbow,0.554
PDR1893,*tōnḍ-,"to bale out, draw (water); to dig",PA_DP,AV_DI,YES,yes,PA_DP,"Physical Acts & Materials — to Draw, Pull",0.418,PA_PO,Physical Acts & Materials — to Pour,0.362,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.332
PDR1894,*tōnḍl-,"wolf, jackal",AN_WO,AN_WO,,yes,AN_WO,Animals — Wolf,0.591,AN_MA,Animals — Male Animal,0.476,AN_FE,Animals — Female Animal,0.437
PDR1895,*tōnd_-,"to appear, be",MT_SE,MT_SE,,yes,MT_SE,Mind & Thought — to Seem,0.483,SP_SH,"Sense Perception — to Shine, Glisten",0.421,SP_SW,Sense Perception — to Show,0.403
PDR1896,*tōp-,"grove, garden",AV_GA,AV_GA,,yes,AV_GA,"Agriculture & Vegetation — Garden, Orchard",0.549,AV_TR,Agriculture & Vegetation — Tree (generic),0.435,AV_RO,Agriculture & Vegetation — Root,0.417
PDR1897,*tōr-,"large, stout, mature",AN_SN,FD_BB,YES,yes,AN_SN,Animals — Stallion,0.297,SR_XL,"Spatial Relations — Big, Large, Great",0.296,AN_MA,Animals — Male Animal,0.287
PDR1898,*tōr-,to flow; blood,MO_FL,MO_FL,,yes,MO_FL,Motion & Transportation — to Flow,0.574,PW_RS,"Physical World — Brook, Stream, River",0.475,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.403
PDR1899,*tōr_-,"bushes, shrubbery",AV_BI,AV_PN,YES,yes,AV_BI,Agriculture & Vegetation — Birch,0.496,AV_TR,Agriculture & Vegetation — Tree (generic),0.486,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.478
PDR1900,*tōẓ-,"1 friend; younger brother 2 assistance, help",SO_FR,SO_HA,YES,yes,SO_FR,Social Relations — Friend,0.494,SO_NE,Social Relations — Neighbor,0.420,SO_SG,Social Relations — Stranger,0.369
PDR1901,*tōẓ-,"stable, stall",AN_ST,AN_ST,,,AN_ST,"Animals — Stall, Stable",0.723,MO_SH,Motion & Transportation — to Shake,0.383,MO_FT,Motion & Transportation — to Float,0.343
PDR1902,*tUḍ-,thigh,BP_LE,BP_LE,,yes,BP_LE,Body Parts & Functions — Leg,0.493,BP_KN,Body Parts & Functions — Knee,0.460,BP_NV,Body Parts & Functions — Navel,0.405
PDR1903,*tùd-,"point, edge",SR_ED,SR_ED,,yes,SR_ED,Spatial Relations — Edge,0.512,SR_PO,Spatial Relations — Point,0.473,SR_SG,Spatial Relations — Straight,0.393
PDR1904,*tuḍ-,to wipe,PA_WA,PA_WA,,yes,PA_WA,Physical Acts & Materials — to Wash,0.487,PA_SW,Physical Acts & Materials — to Sweep,0.404,SP_DS,"Sense Perception — Dirty, Soiled",0.332
PDR1905,*tud_-,to leave,MO_GA,MO_GA,,yes,MO_GA,"Motion & Transportation — to Depart, Go Away",0.541,MO_FE,Motion & Transportation — to Flee,0.445,SR_LE,"Spatial Relations — to Leave, Relinquish",0.433
PDR1906,*tud_-,to block up,MO_PS,LM_RF,YES,yes,MO_PS,"Motion & Transportation — to Push, Shove",0.348,SR_SH,"Spatial Relations — to Shut, Close",0.296,PA_BC,Physical Acts & Materials — Brick,0.257
PDR1907,*tud_-,pig,AN_PI,AN_PI,,yes,AN_PI,Animals — Pig,0.685,AN_BO,Animals — Boar,0.546,AN_SW,Animals — Swine,0.490
PDR1908,*tUḷ-,to wash,PA_WA,PA_WA,,yes,PA_WA,Physical Acts & Materials — to Wash,0.617,CA_SA,Clothing & Adornment — Soap,0.377,CA_TW,Clothing & Adornment — Towel,0.349
PDR1909,*tuḷ-,to jump,MO_JL,MO_JL,,yes,MO_JL,"Motion & Transportation — to Jump, Leap",0.640,MO_DA,Motion & Transportation — to Dance,0.379,MO_RL,"Motion & Transportation — to Lift, Raise",0.370
PDR1910,*tuḷ-,to shine,SP_SH,EM_GL,YES,yes,SP_SH,"Sense Perception — to Shine, Glisten",0.528,EM_GL,"Emotion — Fame, Glory",0.400,SP_BR,Sense Perception — Bright,0.355
PDR1911,*Tuḷ-,"to shake, tremble",MO_SH,MO_SH,,yes,MO_SH,Motion & Transportation — to Shake,0.679,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.390,MO_RL,"Motion & Transportation — to Lift, Raise",0.384
PDR1912,*tuḷas-,sacred basil,AV_PN,RB_HS,YES,yes,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.410,RB_HS,"Religion & Beliefs — Holy, Sacred",0.395,RB_AL,Religion & Beliefs — Altar,0.344
PDR1913,*tum-,ebony,AV_BE,SP_BK,YES,yes,AV_BE,Agriculture & Vegetation — Beech,0.320,CA_RA,Clothing & Adornment — Razor,0.319,CA_SI,Clothing & Adornment — Silk,0.318
PDR1914,*tum-,quail,AN_BI,AN_BI,,yes,AN_BI,Animals — Bird,0.554,AN_DU,Animals — Duck,0.522,AN_CK,"Animals — Cock, Rooster",0.511
PDR1915,*tum-,to sneeze,BP_SN,BP_SN,,yes,BP_SN,Body Parts & Functions — to Sneeze,0.547,BP_CO,Body Parts & Functions — to Cough,0.368,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.352
PDR1916,*tum-,"to be cut off, piece",PA_CU,PA_CU,,yes,PA_CU,Physical Acts & Materials — to Cut,0.470,BP_DD,Body Parts & Functions — to Die; Dead; Death,0.386,BP_KI,Body Parts & Functions — to Kill,0.362
PDR1917,*tumb-,"bee, beetle",AN_BE,AN_BE,,yes,AN_BE,Animals — Bee,0.658,AN_IN,Animals — Insect,0.566,AN_FL,Animals — Fly (n),0.439
PDR1918,*tumb-,a k. of tree,AV_TR,PW_TR,YES,yes,AV_TR,Agriculture & Vegetation — Tree (generic),0.492,PW_TR,"Physical World — Tree, Oak",0.397,AV_FI,Agriculture & Vegetation — Fir,0.354
PDR1919,*tumb- (?),crowd,QN_MC,QN_MC,,,QN_MC,"Quantity & Number — Crowd, Multitude",0.567,SO_PP,"Social Relations — People, Populace",0.344,QN_CW,Quantity & Number — Other Collective Words,0.331
PDR1920,*tunḍ-,piece (of cloth),CA_CL,CA_CL,,yes,CA_CL,Clothing & Adornment — Cloth,0.530,CA_TW,Clothing & Adornment — Towel,0.470,CA_HF,Clothing & Adornment — Handkerchief,0.465
PDR1921,*tund-,"to pour, spill",PA_PO,PA_PO,,yes,PA_PO,Physical Acts & Materials — to Pour,0.657,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.439,PA_WA,Physical Acts & Materials — to Wash,0.382
PDR1922,*tunṭ-,a wicked person,MK_HB,RB_WS,YES,yes,MK_HB,Mankind — Human Being,0.321,RB_DM,"Religion & Beliefs — Demon, Evil Spirit",0.298,RB_DE,Religion & Beliefs — Devil,0.288
PDR1923,*tuŋ-,a k. of grass,AV_GR,AV_GR,,yes,AV_GR,Agriculture & Vegetation — Grass,0.553,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.444,AV_PL,Agriculture & Vegetation — to Plow; Plow,0.437
PDR1924,*tup-,to spit,BP_SP,BP_SP,,yes,BP_SP,Body Parts & Functions — to Spit,0.554,FD_SU,"Food & Drink — to Suck, Suckle",0.486,BP_LC,Body Parts & Functions — to Lick,0.370
PDR1925,*tur-,"rust, verdigris",CA_JW,WH_SW,YES,yes,CA_JW,"Clothing & Adornment — Gem, Jewel",0.321,CA_SI,Clothing & Adornment — Silk,0.315,CA_FL,"Clothing & Adornment — Flax, Linen",0.310
PDR1926,*turŋ-,1 to hang 2 to swing 3 to sleep,BP_SL,BP_SL,,yes,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.450,BP_WA,Body Parts & Functions — to Wake,0.426,MO_JL,"Motion & Transportation — to Jump, Leap",0.354
PDR1927,*tur_-[k-],"weed; rubbish, refuse",FD_PO,LM_RF,YES,yes,FD_PO,Food & Drink — Pot,0.484,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.447,AV_ST,Agriculture & Vegetation — Smoke (Tobacco),0.424
PDR1928,*tuv- (*-o-),"to dip, soak",PA_WA,FD_SL,YES,yes,PA_WA,Physical Acts & Materials — to Wash,0.414,PA_RU,Physical Acts & Materials — to Rub,0.405,PA_PO,Physical Acts & Materials — to Pour,0.400
PDR1929,*tūd_-,"to pierce, penetrate",PA_CV,WH_SP,YES,yes,PA_CV,Physical Acts & Materials — to Carve,0.449,PA_CU,Physical Acts & Materials — to Cut,0.419,PA_KF,Physical Acts & Materials — Knife (tool),0.417
PDR1930,*TūK-,earth,PW_GS,PW_EL,YES,yes,PW_GS,"Physical World — Ground, Soil",0.490,PW_EL,"Physical World — Earth, Land",0.470,PW_SK,"Physical World — Sky, Heavens",0.381
PDR1931,*tūḷ-,to run away,MO_FE,MO_RU,YES,yes,MO_FE,Motion & Transportation — to Flee,0.605,MO_GA,"Motion & Transportation — to Depart, Go Away",0.480,MO_RU,Motion & Transportation — to Run,0.442
PDR1932,*tūm-,tube,MO_CW,AN_BA,YES,yes,MO_CW,"Motion & Transportation — Cart, Wagon, Carriage",0.286,MO_FL,Motion & Transportation — to Flow,0.285,FD_BW,Food & Drink — Bowl,0.272
PDR1933,*tūṇ-,to cut; slice,PA_CU,FD_KN,YES,yes,PA_CU,Physical Acts & Materials — to Cut,0.602,PA_SS,"Physical Acts & Materials — Shears, Scissors",0.474,FD_KN,Food & Drink — Knife,0.439
PDR1934,*tūr_-,to pierce; to dig out,PA_CV,BP_NA,YES,yes,PA_CV,Physical Acts & Materials — to Carve,0.421,PA_CU,Physical Acts & Materials — to Cut,0.368,PA_KF,Physical Acts & Materials — Knife (tool),0.359
PDR1935,*tū[v]-,feather,BP_FE,BP_FE,,yes,BP_FE,Body Parts & Functions — Feather,0.492,CA_CB,Clothing & Adornment — Comb,0.418,AN_BI,Animals — Bird,0.415
PDR1936,*ṭaɣ-,mango stone,PW_SR,FD_PC,YES,yes,PW_SR,"Physical World — Rock, Stone",0.396,FD_PC,Food & Drink — Peach,0.350,FD_FR,Food & Drink — Fruit,0.333
PDR1937,*ṭeŋ-,coconut,FD_NT,FD_PR,YES,yes,FD_NT,Food & Drink — Nut,0.414,FD_FR,Food & Drink — Fruit,0.414,FD_PR,Food & Drink — Pear,0.382
PDR1938,*ṭēk-,teak tree,AV_TR,AV_LE,YES,yes,AV_TR,Agriculture & Vegetation — Tree (generic),0.496,PW_TR,"Physical World — Tree, Oak",0.421,AV_BE,Agriculture & Vegetation — Beech,0.368
PDR1939,*ṭoŋ-,knee (?),BP_KN,BP_KN,,yes,BP_KN,Body Parts & Functions — Knee,0.654,BP_LE,Body Parts & Functions — Leg,0.495,BP_EL,Body Parts & Functions — Elbow,0.471
PDR1940,*ubb- (? *urb-),"to swell, bloat, boil",FD_BO,FD_BO,,yes,FD_BO,Food & Drink — to Boil (trans,0.483,FD_SB,"Food & Drink — Soup, Broth",0.394,MO_BO,Motion & Transportation — to Boil (intrans,0.383
PDR1941,*uc-i,crown of head,CA_HC,BP_FO,YES,yes,CA_HC,"Clothing & Adornment — Hat, Cap",0.475,BP_HE,Body Parts & Functions — Head,0.458,BP_SK,Body Parts & Functions — Skull,0.429
PDR1942,*Ud-,"to give, give a hand; to aid",BP_HN,SO_HA,YES,yes,BP_HN,Body Parts & Functions — Hand,0.453,PT_GI,Possession & Trade — to Give,0.413,PT_LD,Possession & Trade — to Lend,0.413
PDR1943,*Ùḍ-,wealth; possession,PT_WR,PT_WR,,yes,PT_WR,"Possession & Trade — Wealth, Riches",0.609,PT_RC,Possession & Trade — Rich,0.520,PT_TR,Possession & Trade — Treasure,0.504
PDR1944,*uḍ-,"to wear, put on",CA_CD,CA_CD,,yes,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.669,CA_SE,Clothing & Adornment — to Sew,0.616,CA_AD,Clothing & Adornment — Adornment (personal),0.608
PDR1945,*uḍ-,to boil; hot,FD_BO,FD_BO,,yes,FD_BO,Food & Drink — to Boil (trans,0.723,FD_RF,"Food & Drink — to Roast, Fry",0.531,FD_CO,Food & Drink — to Cook,0.529
PDR1946,*ud-,"match, pair?",PW_MT,PW_MT,,yes,PW_MT,"Physical World — Match, Fire Stick",0.392,MK_BS,Mankind — Sibling(s),0.300,SO_CN,Social Relations — Common (adj),0.298
PDR1947,*ud-ar_-,to shake,MO_SH,MO_SH,,yes,MO_SH,Motion & Transportation — to Shake,0.572,EM_DE,Emotion — to Desire,0.354,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.347
PDR1948,*udd- (?),long,SR_LG,TI_LS,YES,yes,SR_LG,Spatial Relations — Long,0.410,TI_LS,Time — to Last,0.362,TI_FI,Time — to Finish,0.349
PDR1949,*ùḍ-[u-],iguana,AN_SK,AN_SK,,yes,AN_SK,Animals — Snake,0.485,AN_AN,Animals — Animal,0.412,AN_HG,Animals — He-Goat,0.406
PDR1950,*ud_-,to butt; to crush,AN_AD,AN_AD,,yes,AN_AD,"Animals — Ass, Donkey",0.345,BP_FB,"Body Parts & Functions — to Fart, Break Wind",0.317,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",0.306
PDR1951,*ud_-,"1 to happen 2 to fit, agree with",SR_RM,TI_MS,YES,yes,SR_RM,"Spatial Relations — to Stay, Wait, Remain",0.321,EM_WW,"Emotion — to Will, Wish",0.311,TI_SI,"Time — Soon, Immediately",0.309
PDR1952,*ud_-/*ut_-,network,PA_RC,SO_NE,YES,yes,PA_RC,"Physical Acts & Materials — Rope, Cord",0.344,MO_AN,Motion & Transportation — Anchor (n),0.316,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",0.302
PDR1953,*ug-,to shed (hair),BP_HA,BP_HA,,yes,BP_HA,Body Parts & Functions — Hair,0.456,CA_FU,Clothing & Adornment — Fur,0.420,CA_WE,Clothing & Adornment — to Weave,0.383
PDR1954,*Ul-,"to move, shake",MO_SH,MO_SH,,yes,MO_SH,Motion & Transportation — to Shake,0.719,MO_RL,"Motion & Transportation — to Lift, Raise",0.469,MO_DA,Motion & Transportation — to Dance,0.468
PDR1955,*uḷ-,snipe,AN_BI,AN_SO,YES,yes,AN_BI,Animals — Bird,0.293,AN_MA,Animals — Male Animal,0.289,AN_FE,Animals — Female Animal,0.286
PDR1956,*ul- (*o-),pestle,FD_CB,AN_IN,YES,yes,FD_CB,Food & Drink — Cabbage,0.370,FD_DI,Food & Drink — Dish,0.354,FD_CO,Food & Drink — to Cook,0.348
PDR1957,*Ular- (?),dry,SP_DR,PA_WA,YES,yes,SP_DR,"Sense Perception — Dry, Arid",0.493,SP_WD,"Sense Perception — Wet, Damp",0.475,PW_RA,Physical World — Rain (n),0.331
PDR1958,*ùḷ-i,chisel,PA_CS,PA_CS,,yes,PA_CS,Physical Acts & Materials — Chisel (n),0.550,PA_CV,Physical Acts & Materials — to Carve,0.399,PA_KF,Physical Acts & Materials — Knife (tool),0.392
PDR1959,*uḷ-i,onion; garlic,FD_ON,FD_ON,,yes,FD_ON,Food & Drink — Onion,0.639,FD_CB,Food & Drink — Cabbage,0.304,FD_PE,Food & Drink — Pea,0.302
PDR1960,*ùḷo-,inside,DF_RO,DF_RO,,yes,DF_RO,Dwellings & Furniture — Room,0.359,DF_DW,"Dwellings & Furniture — to Live, Dwell",0.333,DF_DG,"Dwellings & Furniture — Door, Gate",0.316
PDR1961,*uḷ-[u-]/[d-],to be,MT_SE,TI_FI,YES,yes,MT_SE,Mind & Thought — to Seem,0.348,MT_KN,Mind & Thought — to Know,0.331,EM_LO,Emotion — to Love; Love,0.320
PDR1962,*uḷum-/*uḷuŋ-,tick,AN_MU,AN_GS,YES,yes,AN_MU,Animals — Mule,0.257,AN_AN,Animals — Animal,0.254,BP_TE,Body Parts & Functions — Toe,0.253
PDR1963,*um-,to spit,BP_SP,BP_SP,,yes,BP_SP,Body Parts & Functions — to Spit,0.599,FD_SU,"Food & Drink — to Suck, Suckle",0.527,BP_LC,Body Parts & Functions — to Lick,0.394
PDR1964,*um(b)-,"insect, mosquito",AN_IN,AN_IN,,yes,AN_IN,Animals — Insect,0.669,AN_WR,Animals — Worm,0.473,AN_FL,Animals — Fly (n),0.467
PDR1965,*umbḷ-,urine; to urinate,BP_UU,BP_UU,,yes,BP_UU,Body Parts & Functions — to Urinate; Urine,0.493,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",0.364,FD_BW,Food & Drink — Bowl,0.350
PDR1966,*um-[Vk-],"husk, chaff",AV_PL,AN_AD,YES,yes,AV_PL,Agriculture & Vegetation — to Plow; Plow,0.321,AV_HY,Agriculture & Vegetation — Hay,0.292,FD_SP,Food & Drink — Spoon,0.285
PDR1967,*un-,to think,MT_KN,MT_BE,YES,yes,MT_KN,Mind & Thought — to Know,0.592,MT_TR,"Mind & Thought — to Think, Reflect",0.581,MT_TO,"Mind & Thought — to Think, be of the Opinion",0.571
PDR1968,*uṇ-,1 to drink 2 to eat,FD_SU,FD_EA,YES,yes,FD_SU,"Food & Drink — to Suck, Suckle",0.606,FD_EA,Food & Drink — to Eat,0.573,FD_TH,Food & Drink — Thirst (n),0.553
PDR1969,*unḍ-,1 round 2 wheel,MO_WH,MO_WH,,yes,MO_WH,Motion & Transportation — Wheel,0.531,MO_TA,Motion & Transportation — to Turn Around,0.458,MO_RO,Motion & Transportation — to Roll,0.441
PDR1970,*und_- (?),to sit,SR_SI,SR_SI,,yes,SR_SI,Spatial Relations — to Sit,0.464,MO_RW,Motion & Transportation — to Row,0.361,DF_DW,"Dwellings & Furniture — to Live, Dwell",0.359
PDR1971,*ur-,to burn,PW_BU,PW_BU,,yes,PW_BU,"Physical World — to Burn, Scorch",0.557,PW_FI,Physical World — Fire (n),0.420,PW_FL,Physical World — Flame (n),0.412
PDR1972,*ur-,"noose, knot",PA_KN,PA_KN,,yes,PA_KN,Physical Acts & Materials — Knot (n),0.501,PA_RC,"Physical Acts & Materials — Rope, Cord",0.438,CA_LA,Clothing & Adornment — Lace,0.371
PDR1973,*ur-,to rub,PA_RU,PA_RU,,yes,PA_RU,Physical Acts & Materials — to Rub,0.644,SP_TV,Sense Perception — to Touch,0.399,PA_FS,"Physical Acts & Materials — to Flay, Skin",0.395
PDR1974,*Ùral-,mortar,PA_MO,PA_MO,,yes,PA_MO,Physical Acts & Materials — Mortar,0.655,PA_BC,Physical Acts & Materials — Brick,0.455,PW_SR,"Physical World — Rock, Stone",0.369
PDR1975,*ur-c-,to pierce,PA_CV,FD_KN,YES,yes,PA_CV,Physical Acts & Materials — to Carve,0.399,PA_KF,Physical Acts & Materials — Knife (tool),0.370,PA_CU,Physical Acts & Materials — to Cut,0.366
PDR1976,*ur-[c-],to urinate,BP_UU,BP_UU,,yes,BP_UU,Body Parts & Functions — to Urinate; Urine,0.531,BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",0.439,FD_SU,"Food & Drink — to Suck, Suckle",0.331
PDR1977,"*ur-, *ur-av-","shape, form, beauty",PA_MD,BP_FA,YES,yes,PA_MD,"Physical Acts & Materials — to Mold, Form",0.501,SR_FS,"Spatial Relations — Form, Shape (n)",0.489,SP_SG,"Sense Perception — Sight (obj), Look (obj), Appearance",0.455
PDR1978,*ur-ug-,"to dissolve, melt; steel",PA_SP,PA_IR,YES,yes,PA_SP,Physical Acts & Materials — to Split,0.424,PA_PO,Physical Acts & Materials — to Pour,0.421,FD_BO,Food & Drink — to Boil (trans,0.414
PDR1979,*urVḷ-,to roll,MO_RO,MO_RO,,yes,MO_RO,Motion & Transportation — to Roll,0.651,MO_TA,Motion & Transportation — to Turn Around,0.496,MO_TU,Motion & Transportation — to Turn,0.474
