Starling ID,Headwords,Gloss,chosen_abbr,suggestion_1,field_1,score_1,suggestion_2,field_2,score_2,suggestion_3,field_3,score_3
PDR141,*áǯǯ-,grandparent(s),MK_GM,MK_GM,Mankind — Grandmother,0.561,MK_GF,Mankind — Grandfather,0.530,MK_GD,Mankind — Granddaughter,0.503
PDR142,*āC-,"to choose, select; to sift",QN_ON,QN_ON,Quantity & Number — One,0.282,QN_TH,Quantity & Number — Three,0.280,QN_MI,Quantity & Number — Miscellaneous,0.274
PDR143,*āḍ-,"to play; to dance, move",MO_DA,MO_DA,Motion & Transportation — to Dance,0.688,EM_PV,Emotion — to Play,0.562,MO_JL,"Motion & Transportation — to Jump, Leap",0.468
PDR144,*ād_-,to be cool; to be dry,BP_SW,BP_SW,"Body Parts & Functions — Sweat, Perspiration",0.384,CA_TW,Clothing & Adornment — Towel,0.365,PA_WA,Physical Acts & Materials — to Wash,0.355
PDR145,*āɣ-,to ripen,FD_FR,FD_FR,Food & Drink — Fruit,0.386,FD_PR,Food & Drink — Pear,0.360,AV_TH,Agriculture & Vegetation — to Thresh,0.340
PDR146,*āj-,"private, secret; private parts of body",BP_SH,BP_SH,"Body Parts & Functions — Skin, Hide",0.636,BP_FL,Body Parts & Functions — Flesh,0.615,BP_BO,Body Parts & Functions — Body,0.594
PDR147,*āk- (?),to know,MT_KN,MT_KN,Mind & Thought — to Know,0.351,TI_LS,Time — to Last,0.317,TI_MT,Time — Month,0.306
PDR148,*ā-/*an-,to be,TI_FI,TI_FI,Time — to Finish,0.344,TI_LS,Time — to Last,0.332,EM_LO,Emotion — to Love; Love,0.313
PDR149,*āl-,pipal tree,PW_TR,PW_TR,"Physical World — Tree, Oak",0.431,AN_BA,Animals — Barrow,0.401,AV_TR,Agriculture & Vegetation — Tree (generic),0.399
PDR150,*āḷ-,man,MK_MA,MK_MA,Mankind — Man,0.538,MK_BR,Mankind — Brother,0.417,MK_BO,Mankind — Boy,0.400
PDR151,*āl-,"to hear, listen",LM_ST,LM_ST,"Language & Music — to Speak, Talk",0.460,SP_HE,Sense Perception — to Hear,0.413,LM_SG,Language & Music — to Sing,0.391
PDR152,*āḷd-,woman,MK_FS,MK_FS,Mankind — Female,0.566,MK_WO,Mankind — Woman,0.545,CA_WD,Clothing & Adornment — Woman's Dress,0.487
PDR153,*āld_-,hail,EM_PR,EM_PR,Emotion — Praise (n),0.443,TI_AU,Time — Autumn,0.389,PW_RA,Physical World — Rain (n),0.387
PDR154,*ā̆m-,water,PW_WA,PW_WA,Physical World — Water,0.631,FD_TH,Food & Drink — Thirst (n),0.473,FD_KE,Food & Drink — Kettle,0.470
PDR155,*āmaṇd-/*āmaṇVg-,castor-oil plant,FD_OI,FD_OI,Food & Drink — Oil,0.443,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.398,AV_FL,Agriculture & Vegetation — Flower,0.391
PDR156,*āṇ-,1 to press against 2 to support,PA_PR,PA_PR,Physical Acts & Materials — to Press,0.405,QN_ON,Quantity & Number — One,0.390,QN_TH,Quantity & Number — Three,0.357
PDR157,*ān-,"to seize, grab, catch",PT_SG,PT_SG,"Possession & Trade — to Grasp, Seize, Take Hold of",0.633,PT_ST,Possession & Trade — to Steal,0.541,PT_RR,Possession & Trade — to Rob; Robber,0.501
PDR158,*āṇ-,male,MK_MS,MK_MS,Mankind — Male,0.648,MK_FS,Mankind — Female,0.514,AN_MA,Animals — Male Animal,0.497
PDR159,*āŋ-,"to stop, obstruct",TI_CE,TI_CE,Time — to Cease,0.499,TI_FI,Time — to Finish,0.422,WH_SU,Warfare & Hunting — to Surrender,0.367
PDR160,*ār-,to shout,LM_SC,LM_SC,"Language & Music — to Shout, Cry Out",0.469,LM_SG,Language & Music — to Sing,0.444,EM_PR,Emotion — Praise (n),0.390
PDR161,*ār-,"to put on, wear",CA_CD,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.553,CA_BO,Clothing & Adornment — Boot,0.540,CA_SE,Clothing & Adornment — to Sew,0.531
PDR162,*ār-,"love, affection",EM_LO,EM_LO,Emotion — to Love; Love,0.688,EM_EF,"Emotion — Feeling, Emotion",0.582,EM_HH,Emotion — Happy; Happiness,0.561
PDR163,*ār-,"full, satiated",QN_FU,QN_FU,Quantity & Number — Full,0.431,QN_WH,Quantity & Number — Whole,0.352,EM_JG,"Emotion — Glad, Joyful",0.334
PDR164,*ār-,sharp(ness),SP_SP,SP_SP,Sense Perception — Sharp,0.444,FD_KN,Food & Drink — Knife,0.373,SP_LL,"Sense Perception — Dull, Blunt",0.361
PDR165,*ārāj-,"to think, observe, search for",MT_KN,MT_KN,Mind & Thought — to Know,0.560,MT_SV,Mind & Thought — to Solve,0.547,MT_TR,"Mind & Thought — to Think, Reflect",0.533
PDR166,*ārig-,millet,FD_ML,FD_ML,Food & Drink — Mill,0.626,AV_GG,"Agriculture & Vegetation — Grain (generic, British Corn)",0.355,FD_SP,Food & Drink — Spoon,0.328
PDR167,*ār_- (*-d_-),"way, road, path",MO_RA,MO_RA,Motion & Transportation — Road,0.637,MO_PA,Motion & Transportation — Path,0.628,MO_ST,Motion & Transportation — Street,0.572
PDR168,*ās-,"slender, thin",SR_ND,SR_ND,Spatial Relations — Thin (in Dimension),0.389,SR_NS,Spatial Relations — Thin (in Density),0.370,PA_SR,Physical Acts & Materials — to Stretch,0.343
PDR169,*ā(t)k-,leaf,AV_LE,AV_LE,Agriculture & Vegetation — Leaf,0.695,AV_TR,Agriculture & Vegetation — Tree (generic),0.453,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.414
PDR170,*āt_-,"powerful, capable",BP_SM,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",0.481,TI_SW,"Time — Fast, Swift, Quick",0.309,MT_SN,"Mind & Thought — Sure, Certain",0.298
PDR171,*āv-,cow,AN_CO,AN_CO,Animals — Cow,0.861,AN_CB,"Animals — Cattle, Bovines",0.662,AN_LI,Animals — Livestock,0.629
PDR172,*āv-,to yawn,BP_YG,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.557,BP_SL,Body Parts & Functions — to Sleep; Sleep,0.350,EM_GR,Emotion — to Groan,0.341
PDR173,*āv-,1 to breathe 2 steam,BP_BB,BP_BB,Body Parts & Functions — to Breathe; Breath,0.428,FD_KE,Food & Drink — Kettle,0.360,BP_FB,"Body Parts & Functions — to Fart, Break Wind",0.342
PDR174,*āv-,to desire,EM_DE,EM_DE,Emotion — to Desire,0.756,EM_LO,Emotion — to Love; Love,0.527,EM_PL,Emotion — to Please,0.477
PDR175,*bacaḷ-,spinach,FD_ON,FD_ON,Food & Drink — Onion,0.438,FD_VE,Food & Drink — Vegetables,0.423,FD_BY,Food & Drink — Berry,0.377
PDR176,*baḍ-i,"club, stick",WH_CL,WH_CL,Warfare & Hunting — Club,0.454,PW_MT,"Physical World — Match, Fire Stick",0.366,MO_MS,Motion & Transportation — Mast,0.289
PDR177,*bagVḍ- (*v-),"shank, calf",AN_CF,AN_CF,Animals — Calf,0.581,AN_CO,Animals — Cow,0.415,AN_CB,"Animals — Cattle, Bovines",0.378
PDR178,*bajal,open space,SR_OP,SR_OP,Spatial Relations — to Open,0.631,SR_SH,"Spatial Relations — to Shut, Close",0.451,SR_PL,Spatial Relations — Place,0.379
PDR179,*bak- (*v-) (?),claws,BP_NA,BP_NA,"Body Parts & Functions — Nail, Claw",0.604,AN_CT,Animals — Cat,0.467,AN_SK,Animals — Snake,0.438
PDR180,*baḷ-,"fertile, abundant; to grow",AV_SS,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.569,AV_CH,"Agriculture & Vegetation — Crop, Harvest",0.538,AV_TH,Agriculture & Vegetation — to Thresh,0.515
PDR181,*baḷ-,a k. of measure,SR_MS,SR_MS,Spatial Relations — to Measure,0.355,QN_MI,Quantity & Number — Miscellaneous,0.236,PA_BR,Physical Acts & Materials — to Bore,0.233
PDR182,*balap-,"chalk, slate",LM_PC,LM_PC,Language & Music — Pencil,0.448,PW_SA,"Physical World — Sand, Grit",0.440,PA_CL,Physical Acts & Materials — Clay,0.432
PDR183,*banḍ-,"rock, boulder",PW_SR,PW_SR,"Physical World — Rock, Stone",0.608,PW_MH,"Physical World — Hill, Mountain",0.450,PW_SA,"Physical World — Sand, Grit",0.381
PDR184,*banḍ-,"rude, obscene",EM_PP,EM_PP,Emotion — Please in Polite Phrases,0.369,LJ_SW,Law & Judgment — to Swear,0.319,EM_DA,Emotion — to Dare,0.313
PDR185,*banḍ-,belly,BP_BS,BP_BS,"Body Parts & Functions — Belly, Stomach",0.715,BP_NV,Body Parts & Functions — Navel,0.657,BP_WO,Body Parts & Functions — Womb,0.479
PDR186,*baŋk-,"gum, resin",AN_GE,AN_GE,Animals — Gelding,0.387,BP_TO,Body Parts & Functions — Tooth,0.385,PA_GL,Physical Acts & Materials — Glass,0.359
PDR187,*bar-,rough,SP_RG,SP_RG,Sense Perception — Rough,0.475,PW_SA,"Physical World — Sand, Grit",0.346,EM_GD,Emotion — Good,0.320
PDR188,*baẓ-al-,"tired, fatigued",BP_SS,BP_SS,Body Parts & Functions — Sick; Sickness,0.380,EM_EF,"Emotion — Feeling, Emotion",0.358,TI_MG,Time — Morning,0.349
PDR189,*bāg-,"good, beautiful",EM_BF,EM_BF,Emotion — Beautiful,0.434,EM_JG,"Emotion — Glad, Joyful",0.394,EM_GD,Emotion — Good,0.390
PDR190,*bān- (*-ṇ-),pot,FD_PO,FD_PO,Food & Drink — Pot,0.799,FD_KE,Food & Drink — Kettle,0.510,FD_PA,Food & Drink — Pan,0.439
PDR191,*bāv-,cat,AN_CT,AN_CT,Animals — Cat,0.812,AN_DO,Animals — Dog,0.575,AN_AN,Animals — Animal,0.539
PDR192,*bāẓ-d-,to live (happily),EM_HH,EM_HH,Emotion — Happy; Happiness,0.538,BP_LL,Body Parts & Functions — to Live; Living; Life,0.535,EM_LO,Emotion — to Love; Love,0.530
PDR193,*bāǯ- (?),many,QN_MM,QN_MM,"Quantity & Number — Much, Many",0.446,EM_GD,Emotion — Good,0.310,QN_EN,Quantity & Number — Enough,0.303
PDR194,*bedar_-,"to fear, be afraid",EM_FF,EM_FF,"Emotion — Fear, Fright",0.632,EM_DG,"Emotion — Peril, Danger",0.452,EM_AN,Emotion — Anxiety,0.393
PDR195,*beil-,spleen,BP_BL,BP_BL,Body Parts & Functions — Blood,0.430,BP_KI,Body Parts & Functions — to Kill,0.390,BP_LV,Body Parts & Functions — Liver,0.389
PDR196,*bej- (*v-),to be,TI_FI,TI_FI,Time — to Finish,0.344,TI_LS,Time — to Last,0.332,EM_LO,Emotion — to Love; Love,0.313
PDR197,*bel-,"jaggery, unrefined sugar",FD_SS,FD_SS,Food & Drink — Sugar,0.553,FD_PC,Food & Drink — Peach,0.409,FD_FI,Food & Drink — Fig,0.362
PDR198,*benḍ-,pith; a k. of frail plant,AV_PN,AV_PN,"Agriculture & Vegetation — Plant, Herb",0.375,AV_SS,Agriculture & Vegetation — to Sow; Seed,0.370,AV_RO,Agriculture & Vegetation — Root,0.358
PDR199,*ber-,"to crack, fall in ruins",PA_BK,PA_BK,Physical Acts & Materials — to Break,0.376,WH_BS,"Warfare & Hunting — Spoils, Booty",0.344,PA_TE,Physical Acts & Materials — to Tear,0.341
PDR200,*bēk- (*v-) (?),salt,FD_SL,FD_SL,Food & Drink — Salt,0.745,SP_SA,Sense Perception — Salty,0.432,FD_PP,Food & Drink — Pepper,0.361
PDR201,*bēḷ-,split pulse,PW_WV,PW_WV,"Physical World — Wave, Surge",0.392,BP_HR,Body Parts & Functions — Heart,0.320,PA_SP,Physical Acts & Materials — to Split,0.308
PDR202,*bir-,to join,SO_ME,SO_ME,Social Relations — to Meet,0.428,TI_FI,Time — to Finish,0.374,SO_GU,Social Relations — Guest,0.371
PDR203,*bir_-,"dense, tight",SR_TS,SR_TS,Spatial Relations — Thick (in Density),0.510,SR_NS,Spatial Relations — Thin (in Density),0.473,SR_TD,Spatial Relations — Thick (in Dimension),0.329
PDR204,*bīr-,gourd,AN_SO,AN_SO,Animals — Sow,0.290,TI_SA,Time — Saturday,0.289,MK_SS,Mankind — Stepson,0.274
PDR205,*boc-,1 wool 2 hair,CA_WO,CA_WO,Clothing & Adornment — Wool,0.590,CA_FU,Clothing & Adornment — Fur,0.489,CA_CB,Clothing & Adornment — Comb,0.456
PDR206,*boḍ-,navel,BP_NV,BP_NV,Body Parts & Functions — Navel,0.789,BP_BS,"Body Parts & Functions — Belly, Stomach",0.498,CA_AP,Clothing & Adornment — Apron,0.451
PDR207,*bog- (*posaŋ-?),charcoal,DF_CH,DF_CH,Dwellings & Furniture — Chimney,0.393,PW_DU,"Physical World — Dust, Powder",0.390,DF_FP,"Dwellings & Furniture — Hearth, Fireplace",0.369
PDR208,*bom-,1 eyeball 2 effigy,BP_EY,BP_EY,Body Parts & Functions — Eye,0.362,MT_PU,Mind & Thought — Pupil,0.302,BP_EB,Body Parts & Functions — Eyebrow,0.268
PDR209,*bom-ik-,bone,BP_BN,BP_BN,Body Parts & Functions — Bone,0.650,BP_NA,"Body Parts & Functions — Nail, Claw",0.451,BP_TE,Body Parts & Functions — Toe,0.395
PDR210,*bonck- (?),foam,AN_DU,AN_DU,Animals — Duck,0.403,PW_SA,"Physical World — Sand, Grit",0.330,PW_MU,"Physical World — Mud, Mire",0.309
PDR211,*boŋ-,to run,MO_RU,MO_RU,Motion & Transportation — to Run,0.533,TI_FI,Time — to Finish,0.369,TI_HH,"Time — to Hurry, Hasten",0.361
PDR212,*boŋk-,to lie (tell untruth),EM_LI,EM_LI,"Emotion — Lie, Falsehood",0.536,EM_DC,Emotion — Deceit,0.415,MT_SR,Mind & Thought — Secret,0.335
PDR213,*bor_-,hole (in tree),PW_TR,PW_TR,"Physical World — Tree, Oak",0.455,SR_HL,Spatial Relations — Hole,0.439,AV_TR,Agriculture & Vegetation — Tree (generic),0.401
PDR214,*boṭ-,spot; drop,MO_DR,MO_DR,Motion & Transportation — to Drop,0.385,SR_PL,Spatial Relations — Place,0.310,MO_FA,Motion & Transportation — to Fall,0.301
PDR215,*boṭ-,finger; thumb,BP_TM,BP_TM,Body Parts & Functions — Thumb,0.653,BP_FI,Body Parts & Functions — Finger,0.649,BP_HN,Body Parts & Functions — Hand,0.510
PDR216,*bōd-,"young (of animals, plants)",AN_KI,AN_KI,Animals — Kid,0.539,AN_AN,Animals — Animal,0.461,AN_PU,Animals — Puppy,0.447
PDR217,*bōr-,"chest, breast; upon the chest, upside down",BP_FC,BP_FC,Body Parts & Functions — Front of Chest,0.685,BP_BW,Body Parts & Functions — Breast of Woman,0.581,BP_NV,Body Parts & Functions — Navel,0.463
PDR218,*bōẓ-,bald; to shave,BP_HA,BP_HA,Body Parts & Functions — Hair,0.519,BP_BE,Body Parts & Functions — Beard,0.470,CA_RA,Clothing & Adornment — Razor,0.373
PDR219,*buḍ-,testicles,BP_TS,BP_TS,Body Parts & Functions — Testicle,0.766,BP_PE,Body Parts & Functions — Penis,0.450,BP_SI,Body Parts & Functions — to have Sexual Intercourse,0.401
PDR220,"*bud_- (*p-, *-t_-)",gourd,AN_SO,AN_SO,Animals — Sow,0.290,TI_SA,Time — Saturday,0.289,MK_SS,Mankind — Stepson,0.274
PDR221,*bug-i,dust,PW_DU,PW_DU,"Physical World — Dust, Powder",0.708,PW_SA,"Physical World — Sand, Grit",0.434,PW_MI,"Physical World — Mist, Fog, Haze",0.406
PDR222,*buk-,"cheek; fat, plump",BP_CK,BP_CK,Body Parts & Functions — Cheek,0.594,BP_LI,Body Parts & Functions — Lip,0.500,BP_FA,Body Parts & Functions — Face,0.441
PDR223,*bul-,male organ,BP_PE,BP_PE,Body Parts & Functions — Penis,0.554,AN_MA,Animals — Male Animal,0.542,MK_MS,Mankind — Male,0.514
PDR224,*burk-,small basket,PA_BA,PA_BA,Physical Acts & Materials — Basket,0.459,FD_PJ,"Food & Drink — Jug, Pitcher",0.397,FD_FO,Food & Drink — Fork,0.352
PDR225,*bur_ad-,mud,PW_MU,PW_MU,"Physical World — Mud, Mire",0.580,PW_SA,"Physical World — Sand, Grit",0.462,PW_DU,"Physical World — Dust, Powder",0.357
PDR226,*buṭ-,basket,PA_BA,PA_BA,Physical Acts & Materials — Basket,0.514,FD_PJ,"Food & Drink — Jug, Pitcher",0.410,PT_LS,Possession & Trade — Loss,0.394
PDR227,*buẓC-,"down, feather; hair",BP_FE,BP_FE,Body Parts & Functions — Feather,0.530,BP_HA,Body Parts & Functions — Hair,0.478,AN_HN,Animals — Hen,0.432
PDR228,*buẓud-,"dust, ashes",PW_DU,PW_DU,"Physical World — Dust, Powder",0.645,PW_AS,Physical World — Ash(es),0.494,PW_SA,"Physical World — Sand, Grit",0.437
PDR229,*bū-,mould; to be mouldy,PA_MD,PA_MD,"Physical Acts & Materials — to Mold, Form",0.562,CA_RA,Clothing & Adornment — Razor,0.341,CA_LO,Clothing & Adornment — Loom,0.333
PDR230,*būr-,silk-cotton tree,CA_CO,CA_CO,Clothing & Adornment — Cotton,0.676,CA_SI,Clothing & Adornment — Silk,0.668,CA_WE,Clothing & Adornment — to Weave,0.567
PDR231,*cad_-,"to slap, strike",PA_SH,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.527,EM_LS,"Emotion — to Laugh, Smile",0.344,EM_DA,Emotion — to Dare,0.334
PDR232,*cat-/*cad-V-,to crush; to kick,EM_PL,EM_PL,Emotion — to Please,0.404,EM_DA,Emotion — to Dare,0.391,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",0.386
PDR233,*cā-,to stretch,PA_SR,PA_SR,Physical Acts & Materials — to Stretch,0.553,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.332,PA_BN,Physical Acts & Materials — to Bend,0.331
PDR234,*cāc- (?),stone,PW_SR,PW_SR,"Physical World — Rock, Stone",0.695,PW_SA,"Physical World — Sand, Grit",0.394,PA_MO,Physical Acts & Materials — Mortar,0.371
PDR235,*Cād_- (*k̂-?),"juice, sap; broth",FD_SB,FD_SB,"Food & Drink — Soup, Broth",0.491,FD_GP,Food & Drink — Grape,0.438,FD_FR,Food & Drink — Fruit,0.413
PDR236,*cānd-,to rub into paste; substance,PA_RU,PA_RU,Physical Acts & Materials — to Rub,0.602,PA_PA,Physical Acts & Materials — to Paint (as artist),0.432,PA_BI,Physical Acts & Materials — to Bind,0.430
PDR237,*Cār-,"to reach, approach",MO_AR,MO_AR,"Motion & Transportation — to Reach, Arrive",0.585,MO_PU,Motion & Transportation — to Pursue,0.468,MO_AP,Motion & Transportation — to Approach,0.454
PDR238,*cāt_-,"to declare, announce",LM_AN,LM_AN,Language & Music — to Announce,0.465,LJ_OA,Law & Judgment — Oath,0.335,PT_RS,Possession & Trade — to Release,0.275
PDR239,*cel-,1 companion 2 sister,MK_SW,MK_SW,Mankind — Sister-in-Law,0.532,MK_BS,Mankind — Sibling(s),0.461,MK_SI,Mankind — Sister,0.428
PDR240,"*cel-, *celand- (*-i-)",spider,AN_IN,AN_IN,Animals — Insect,0.486,AN_SK,Animals — Snake,0.434,AN_WO,Animals — Wolf,0.410
PDR241,"*cer- (*k̂-?, *k-?)","to insert, put in",MO_EN,MO_EN,Motion & Transportation — to Enter,0.306,SR_PU,"Spatial Relations — to Put, Place, Set, Lay",0.241,TI_SI,"Time — Soon, Immediately",0.237
PDR242,*cer_-aŋ- (*-i-),"end of cloth, hem",CA_CL,CA_CL,Clothing & Adornment — Cloth,0.541,CA_SE,Clothing & Adornment — to Sew,0.510,CA_CD,"Clothing & Adornment — to Clothe, Dress",0.506
PDR243,*cer_Vk-,sugarcane; sugar juice,FD_SS,FD_SS,Food & Drink — Sugar,0.653,FD_BN,Food & Drink — Bean,0.446,FD_PC,Food & Drink — Peach,0.426
PDR244,*cet-,"dirt, rubbish",PW_MU,PW_MU,"Physical World — Mud, Mire",0.416,PW_SA,"Physical World — Sand, Grit",0.411,PW_GS,"Physical World — Ground, Soil",0.407
PDR245,*ciḷ-,"branch, bifurcation",AV_BN,AV_BN,Agriculture & Vegetation — Branch,0.383,AN_ST,"Animals — Stall, Stable",0.275,TI_EN,"Time — End (n, temporal)",0.229
PDR246,*cilk-,to hang; to be entangled,SR_HK,SR_HK,"Spatial Relations — Hook, Crook",0.363,TI_FI,Time — to Finish,0.328,SO_OB,Social Relations — to Obey,0.325
PDR247,*Cim-,"point, tip, summit",PW_MH,PW_MH,"Physical World — Hill, Mountain",0.377,SR_PO,Spatial Relations — Point,0.318,CA_HC,"Clothing & Adornment — Hat, Cap",0.313
PDR248,*cin-,gold,PA_GO,PA_GO,Physical Acts & Materials — Gold,0.431,TI_DA,Time — Day,0.342,TI_HR,Time — Hour,0.340
PDR249,*ciṇ- (*č-),"to drop, drizzle",MO_DR,MO_DR,Motion & Transportation — to Drop,0.356,PW_RA,Physical World — Rain (n),0.353,PW_MI,"Physical World — Mist, Fog, Haze",0.332
PDR250,*cint- (??),evening,TI_EV,TI_EV,Time — Evening,0.864,TI_NG,Time — Night,0.721,TI_MG,Time — Morning,0.673
PDR251,*cir-,1 day 2 yesterday,TI_YD,TI_YD,Time — Yesterday,0.531,TI_DA,Time — Day,0.404,TI_FR,Time — Friday,0.390
PDR252,*cī-,to tear,PA_TE,PA_TE,Physical Acts & Materials — to Tear,0.633,EM_TR,Emotion — Tear (n),0.580,EM_CW,"Emotion — to Cry, Weep",0.460
PDR253,*cīkaṭ-,darkness,PW_DA,PW_DA,Physical World — Darkness,0.762,TI_NG,Time — Night,0.535,TI_DW,Time — Dawn,0.501
PDR254,*cīp-,leaf-cup,FD_CU,FD_CU,Food & Drink — Cup,0.557,AV_LE,Agriculture & Vegetation — Leaf,0.465,FD_CB,Food & Drink — Cabbage,0.389
PDR255,*cīp-,to suck,FD_SU,FD_SU,"Food & Drink — to Suck, Suckle",0.609,BP_SP,Body Parts & Functions — to Spit,0.393,EM_KS,Emotion — to Kiss,0.344
PDR256,*cīp-,chicken,AN_CH,AN_CH,Animals — Chicken,0.799,AN_HC,"Animals — Hen, Chicken (generic)",0.646,AN_HN,Animals — Hen,0.575
PDR257,*Cīr-,to scratch,PA_NA,PA_NA,"Physical Acts & Materials — Nail, Peg",0.375,TI_FI,Time — to Finish,0.367,PA_RU,Physical Acts & Materials — to Rub,0.359
PDR258,*cīr-nd-,to blow the nose,BP_NO,BP_NO,Body Parts & Functions — Nose,0.563,BP_SN,Body Parts & Functions — to Sneeze,0.438,BP_FB,"Body Parts & Functions — to Fart, Break Wind",0.419
PDR259,*cīr_-,to hiss,EM_GR,EM_GR,Emotion — to Groan,0.406,LJ_SW,Law & Judgment — to Swear,0.369,WH_GP,Warfare & Hunting — Gunpowder,0.356
PDR260,*Cod_-,to itch,BP_SN,BP_SN,Body Parts & Functions — to Sneeze,0.357,BP_BI,Body Parts & Functions — to Bite,0.350,EM_GR,Emotion — to Groan,0.315
PDR261,*Coṇṭ-,"loins, hip",AN_AD,AN_AD,"Animals — Ass, Donkey",0.355,CA_LO,Clothing & Adornment — Loom,0.314,BP_YG,"Body Parts & Functions — to Gape, Yawn",0.288
PDR262,*cop-,straw,FD_SP,FD_SP,Food & Drink — Spoon,0.467,FD_CU,Food & Drink — Cup,0.364,FD_PJ,"Food & Drink — Jug, Pitcher",0.358
PDR263,*cor-,to flow,MO_FL,MO_FL,Motion & Transportation — to Flow,0.666,MO_SI,Motion & Transportation — to Sink,0.452,MO_BL,Motion & Transportation — to Blow,0.423
PDR264,*cor- (*-u-),bottle gourd,FD_WI,FD_WI,Food & Drink — Wine,0.356,FD_PJ,"Food & Drink — Jug, Pitcher",0.349,FD_GP,Food & Drink — Grape,0.334
PDR265,*cork- (*s-),"1 drunk, intoxicated 2 pride, ecstasy",EM_PD,EM_PD,Emotion — Proud,0.480,EM_SH,Emotion — Shame (n),0.440,EM_HH,Emotion — Happy; Happiness,0.407
PDR266,*coṭ-,lame,EM_SA,EM_SA,Emotion — Sad,0.312,TI_AN,Time — Again,0.267,AN_DU,Animals — Duck,0.265
