Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
*al-,"to wave, move from side to side, wander",,,,,,,,,,,"A good PDR root with many suffixal derivatives (*ala-ŋ-,*ala-mb-) and rather wide-reaching semantics. Occasional contaminations with*alá-'to suffer, be confused' are noted. Not all the forms in DEDR 240 can actually belong here without violating correspondences: e. g. Kuilānga'to be fickle, changeable' should be discarded because Kuil-< PGn (PDR)*ḷ-, whereas alveolarlusually yieldsḍ-orṛ-when found in initial position. // Present in 3/6 branches.",,,,,,,3,16,
*al-,to clean grains from minor rubbish by shaking gently with the hand,,Dravidian etymology,,"Also KURalrārnā(grains mixed with straw bits, etc.) undergo the process of cleaning; to be restless, agitated, fret, behave feverishly.",,,,,,,,,,240,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=15&root=config
*ale,vocative interjection,,,,,,,,,,,A surprisingly well-represented common PDR interjection. // Present in 4/6 branches.,,,,,,,3,19,
*ale,O! employed to a plurality of persons,,Dravidian etymology,,,,,,,,,,,,251,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=14&root=config
*amṛī,rice-water; rice gruel,,Nostratic etymology,,,,,,,,,The presence of the root in North Dravidian clearly validates its PDR status (otherwise one could argue that all Central Dravidian languages - as well as some South Dravidian ones - have borrowed the form from Telugu). // Present in 5/6 branches.,,,,,,,4,8,
*amṛī,water in which rice has been cooked,,Dravidian etymology,,,,,,,,,,,,174,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=22&root=config
*ā̆nṛ-s-,"to join, unite",,Nostratic etymology,,,,,,,,,"A common PDR stem commonly displaying two variants, with*anḍ-being the exclusive one in all of Central Dravidian and*aṇái-safely reconstructed only for PSDR (and Telugu, ifanãgu'to mix' really belongs here). Some of the forms with-ṇṭ-may be due to contamination with*anṭ-'to stick'. The two stems, bisyllabic and monosyllabic with retroflex cluster, may well be related on a higher level (with the original root being*aṇ-, which then may have been preserved as an archaism in Tam.aṇṇu), but separate origins cannot be excluded either. // Present in 6/6 branches.",,,,,,,4,13,
*ā̆nṛ-s-,to arrive,,Dravidian etymology,,"Also KURā̃ṛsrnāto be within reach;ā̃ṛstārnāto be brought up to a certain place; MLTan_ṛstreto cause to arrive, convey.",,,,,,,,,,120,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=67&root=config
*amb-,1 to load 2 to send away,,,,,,,,,,,The NDR forms suggest that the base*an-p-is archaic enough to have been represented in PDR.,,,,,,,5,3,
*amb-,"to let go, leave",,Dravidian etymology,,Also KURambādon't!; MLTambadon't!,,,,,,,,,,329,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=21&root=config
*an-aṛ-,to mock,,,,,,,,,,,"A local root, participating in expressive reduplications (cf. Tuluaṇakasaṇaka) and not at all reliable; the potential Malto match (without the suffix*-k-), however, is too interesting to be left unnoticed. // Present in 3/6 branches.",,,,,,,5,5,
*an-aṛ-,"to affront, mock",,Dravidian etymology,,,,,,,,,,,,111,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=23&root=config
*taŋ-,a k. of relative (brother/sister),,,,,,,,,,,Used extensively with pronominal prefixes.,,,,,,,5,7,
*taŋ-,"(his, her or their) younger brother",,Dravidian etymology,,"Also KURtaŋgṛī(his, her, or their) younger sister.",,,,,,,,,,3015,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=823&root=config
