Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"pole ""to be unable, be helpless, be vanquished""",to be unable,,Dravidian etymology,,"Also KURpolrnā,poltārnāto be rendered impossible, be beyond the strength of;poltaʔānāto prevent one from doing some action; MLTpolg̣reto be impossible;poltreto vanquish, fire out.",,,,,,,,,,4571,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=682&root=config
pamge,to take between the legs (as the trunk of a tree while climbing),,Dravidian etymology,,,,,,,,,,,,4527,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=618&root=config
pog̣ole,"to swell (as rice put in cold water, as the result of a fall, of an illness)",,Dravidian etymology,,"Also KURpūxkāswelling, abscess;pokpokrnāto puff out, bloat, swell much;pēxpēxrnā,pekpekrnāto swell up; MLTpon_g̣jeto be increased, be abundant;pūg̣eto swell;pūg̣reto be swollen, pout;pūg̣ro,pūg̣ṭoswollen, a boil.",,,,,,,,,,4469,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=714&root=config
pasyare,liar,,Dravidian etymology,,,,,,,,,Also MLTpasyetreto tell lies;paslahaliar; false;pasadeyeto accuse falsely,,,4531,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=633&root=config
poṭka,sores on the feet,,Dravidian etymology,,,,,,,,,,,,4496,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=692&root=config
puṛge,to break up a flooring,,Dravidian etymology,,,,,,,,,,,,4490,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=707&root=config
"puṛa ""belly, bowels""",bowels,,Dravidian etymology,,,,,,,,,,,,4494,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=691&root=config
pōku,ant (not white ant),,Dravidian etymology,,,,,,,,,,,,4575,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=693&root=config
pōye,"to open, tear; gape",,Dravidian etymology,,,,,,,,,,,,4599,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=694&root=config
pune,"new, recently born, unaccustomed",,Dravidian etymology,,,,,,,,,,,,4275,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=701&root=config
pure,dove,,Dravidian etymology,,,,,,,,,,,,4334,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=704&root=config
pul-ond,a little,,Dravidian etymology,,"Also Mltpulo-qadia little only, very little, least",,,,,,,,,,4301,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=700&root=config
ponḍe,"to become hoary, grey in hair",,Dravidian etymology,,"Also KUR (Grignard)poṇḍnā(puṇḍyas/poṇḍos) to become hoary, get mouldy or musty.",,,,,,,,,,4325,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=684&root=config
punu,"sore, wound",,Dravidian etymology,,,,,,,,,,,,4268,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=702&root=config
puce,"to put off, undress",,Dravidian etymology,,Also Mltpucg̣reto become loose,,,,,,,,,,4281,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=695&root=config
putre,to vomit,,Dravidian etymology,,,,,,,,,,,,4276,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=711&root=config
pute,anthill,,Dravidian etymology,,Also KURputbelōwhite ants' queen.,,,,,,,,,,4335,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=709&root=config
"puṭgond ""a very small quantity of fluid""","short, small",,Dravidian etymology,,Also KURpuḍḍnāto be too small or too short for.,,,,,,,,,,4259,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=697&root=config
pocru,"worm, caterpillar, fleshy larva, esp. of beetle",,Dravidian etymology,,"Also KURpoccnā(puccyas) to engender worms (as a wound, rotten cheese, etc.); rot, fester; MLTposg̣oweevil.",,,,,,,,,,4312,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=676&root=config
"poje ""to wrap, twist, entwine""",to wrap,,Dravidian etymology,,"Also KURpojjrnā,pojOrnāto coil or twist oneself round some object or person, be folded or wrapt round, involve (of a drapery), suit well; MLTpojg̣reto be wrapped or twisted, be entangled.",,,,,,,,,,4479,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=679&root=config
pūpu,"flower, film on the eye",,Dravidian etymology,,"Also KURpuỹdnā,puīdnāto bloom, flower; (sun) sets in a glory of purple and gold; MLTpūtheto blossom.",,,,,,,,,,4345,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fndret&text_number=713&root=config
