Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
huṛānā,to see,,Gondwan etymology,,"Also Gondi_Chd caus.huṛsutānāto show; Gondi_Whūṛsahtānāto reveal; Gondi_Ph, Gondi_Wsūrālblind",,,,,,,The formhupsānāis probably borrowed from Telugu.,,"3462, 3571",2735,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1176&root=config
"dēr ""a belch due to indigestion""",a belch,,Gondwan etymology,,,,,,,,,,,1586,3451,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=162&root=config
"ḍhōḍhur ""hole in a tree""","hole, pit",,Gondwan etymology,,,,,,,,,,,1611,3528,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=170&root=config
"dokkē ""a small lizard""",lizard,,Gondwan etymology,,Also Gondi_Trpidrī-ḍokkēthe house-lizard;ḍoggālchameleon,,,,,,,,,"1597, 1600, 2227",2977,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=176&root=config
"ērīstānā ""to beat violently, thrash""",to thrash,,Gondwan etymology,,,,,,,,,,,350,859,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=230&root=config
"raittānā, raiyātānā, raggānā",to descend,,Gondwan etymology,,"Also Gondi_Tr caus.rehtānā,ragstānāto cause to descend",,,,,,,,,3049,516,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1059&root=config
awwānā,"to reach, arrive",,Gondwan etymology,,"Also Gondi_Wāwsahtānāto dispatch; Gondi_Muavh-/avih-to make to reach, bring, obtain",,,,,,,,,369,809,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=224&root=config
"lēng ""voice, noise""",voice; noise,,Gondwan etymology,,,,,,,,,,,3127,835,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=619&root=config
allum,white ant,,Gondwan etymology,,,,,,,,,External data makes us regard-umhere as part of the root.,,368,837,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=209&root=config
"aṛmur, aṛmul",eight,,Gondwan etymology,,AlsoGondi_Hislopyermudeight; Gondi_Traṛmuhkeight each,,,,,,,,,670,784,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=212&root=config
addī,heat of the sun,,Gondwan etymology,,"Also Gondi_A (SR)yaddihot, sunlight",,,,,,,,,342,869,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=199&root=config
"ērītānā ""to hurt or ache violently""",to hurt,,Gondwan etymology,,,,,,,,,,,347,811,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=233&root=config
"armī ""female buffalo""",buffalo,,Gondwan etymology,,,,,,,,,,,352,816,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=219&root=config
"attānā ""to take in one's lap""",to take or carry (child),,Gondwan etymology,,Also Gondi_Ph caus.accahtānā; Gondi_Settuhigh,,,,,,,,,"338, 339",796,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=223&root=config
"ērānā ""to be separated, be separate from""",to be separated,,Gondwan etymology,,Also Gondi_Tr caus.ērstānā,,,,,,,,,393,915,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=226&root=config
"ētānā ""to take, accept, receive""",to receive,,,,Other Gondi dialects haveēt-as well.,,,,,,,"The formēt-goes back to*ēn-t-; however, Gondi_Lerpānāis probably not related.",,"380, 351",905,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=229&root=config
"kācānā ""to be tied tight (e.g. clothes)""",to tie,,Gondwan etymology,,,,,,,,,,,613,1099,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=385&root=config
"gingōn_-gongōn_ aiānā ""to be crooked, as a snake's progress""",crooked; sickle,,Gondwan etymology,,,,,,,,,,,"1076, 1183",2032,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=280&root=config
"guḍḍī ""tomb""",temple; tomb,,Gondwan etymology,,,,,,,,,,,1113,1655,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=290&root=config
"gummur maṛā ""the kumīn tree, Careya arborea""",a k. of tree,,Gondwan etymology,,,,,,,,,,,1149,1742,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=301&root=config
"gubīā ""dense tangle of tall grass and thorn at the foot of a thorny bush""",thick bushes,,Gondwan etymology,,Also Gondi_Grigsonguppaundergrowth,,,,,,,,,1138,1733,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=312&root=config
"gūḍā ""bird's nest""",nest,,Gondwan etymology,,,,,,,,,,,"1171, 1197",1883,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=322&root=config
"ēl (obl. ēn-), pl. ēṛ ""he, this man, these men""","he, this man",,Gondwan etymology,,,,,,,,,"The original quality of the vowel has been preserved in Gondi_S (īn<*iv-n) and Gondi_Ch, which alone of all dialects has preserved some traces of-v-in its former position:iyel<*iv-l<*iv-nR. In most other dialects vowel quality has been modified, and some preserved the original-v-by means of a metathese.",,"390, 181, 212, 3314",410,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=348&root=config
"irrānā ""to keep, place, preserve""","to put, place; to keep",,Gondwan etymology,,,,,,,,,,,182,442,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=325&root=config
ranḍ,two (non-masc.),,Gondwan etymology,,"Most dialects haveranḍ; Also Gondi_Tr, Gondi_Phrahk rahktwo each; Gondi_W, Gondi_Chranṭeboth, pair; Gondi_Trrancētwo or so",,,,,,,,,3013,474,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1057&root=config
rēŋgā,Zizyphus jujuba,,Gondwan etymology,,Same form in most dialects,,,,,,,,,3057,475,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1063&root=config
īṛū-maṛā,mahua,,Gondwan etymology,,Also Gondi_A (Su.)hirpmahua;hirūkmahua flowers,,,,,,,Forms with-kare actually plural forms.,,183,485,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=346&root=config
"raiyōl (pl. raiyōṛ) ""adult boy""","boy, young man",,Gondwan etymology,,"Also Gondi_Tr, Gondi_Ph, Gondi_Chd fem.raiyā; Gondi_L fem.leyā; Gondi_Ma fem.leya(pl.-sk); Gondi_Ko fem.lēydaṛ, (T)ledāḍi;Gondi_A (Su.) fem.ḍiyyā; Gondi_A (SR)lehmīyouth",,,,,,,,,"3066, 3125",513,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=612&root=config
phukī,bee,,Gondwan etymology,,,,,,,,,,,,533,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1452&root=config
"indānā (inj-) ""to say, call""",to say,,Gondwan etymology,,,,,,,,,,,173,868,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=336&root=config
bōl/bōr,"who, which man",,Gondwan etymology,,,,,,,,,,,2651,5151,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=106&root=config
āṛānā,"to weep, cry",,Gondwan etymology,,"Also caus. Gondi_A (SR)aḍusānā, Gondi_Saṛah-",,,,,,,,,84,282,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=30&root=config
"yēr (obl. yēt-, pl. yehk)",water,,Gondwan etymology,,"Also Gondi_Tryeh-gatāthe water gnat;yeha-kkorrthe diving grebe; Gondi_W, Gondi_Phetkthirst",,,,,,,The form 'thirst' should be reconstructed as*etk.,,391,5159,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1432&root=config
yēnī,elephant,,Gondwan etymology,,,,,,,,,,,384,5161,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1435&root=config
aṛjal (pl. aṛjahk/aṛjalor),a bear,,Gondwan etymology,,Also Gondi_Pharjefemale bear,,,,,,,The exact ending of the word in PG is unclear.,,361,857,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=215&root=config
yēṭī,she-goat,,Gondwan etymology,,,,,,,,,,,376,5152,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1438&root=config
yēṛung,seven (non-masc.),,Gondwan etymology,,"Also Gondi_Yēṛvir, Gondi_Mandērur, Gondi_Sēṛur, Gondi_Maēṛvurseven (masc.); Gondi_Tryēṛkseven each",,,,,,,,,396,910,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1436&root=config
kaṭ,spleen,,Gondwan etymology,,,,,,,,,,,"464, 523",1148,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=433&root=config
"gandhēl ""the large yellow house hornet (< IA)""",hornet,,Gondwan etymology,,Also Gondi_Mukaraṭihornet,,,,,,,In Gondi_Mukaraṭiwe see the original-r-that has fallen out everywhere else in the cluster*-rnḍ-; this also led to vowel lengthening.,,"527, 627, 1042",1117,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=415&root=config
kai,hand,,Gondwan etymology,,,,,,,,,,,519,2023,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=442&root=config
kakkānā,to vomit,,Gondwan etymology,,,,,,,,,,,450,1079,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=391&root=config
"kal (obl.kadd-) ""fermented liquor, esp. of mahuas""",liquor,,Gondwan etymology,,,,,,,,,,,586,1374,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=394&root=config
"kaṛā ""threshing floor, sacred enclosure""",threshing floor,,Gondwan etymology,,,,,,,,,Gondi_Trkaṛāis irregular (*-l-would be expected). Maybe it doesn't belong here.,,568,1376,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=377&root=config
"karītānā ""to learn""",to learn; to teach,,Gondwan etymology,,"Also Gondi_A (SR)karivāla student;karusānāto teach; Gondi_Chdkarutānā, Gondi_Trkarehtānā, Gondi_Wkarahtānā, Gondi_Phkarrahtānā, Gondi_Mukarih-, Gondi_Makar̨ʔ-to teach",,,,,,,,,531,1297,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=380&root=config
kan (pl. kank),eye,,Gondwan etymology,,,,,,,,,,,,1159,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=402&root=config
khānḍum (pl. khānḍk),flesh,,Gondwan etymology,,,,,,,,,,,1001,1175,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=478&root=config
"kanckānā ""to dream, cry out in one's sleep""",to dream,,Gondwan etymology,,Also Gondi_Trkanskstānāto send a dream (of god); Gondi_A (SR)kanjkānāto dream,,,,,,,,,507,1407,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=405&root=config
karw-,to burn (intr.),,Gondwan etymology,,"Also Gondi_Phkarsahtānā, Gondi_Mukaṛih-to burn (tr.); Gondi_Mukaṛhafield for burning cultivation; Grigsonkarearea set apart for penda cultivation when left fallow for a term",,,,,,,,,"536, 563",1278,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=422&root=config
