Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
sukka,star,,Dravidian etymology,,,,,,,,,,,,2646,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=160&root=config
"tūl ""pregnancy (of animals)""",children,,Dravidian etymology,,,,,,,,,,,,2733,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=184&root=config
"sēmpap- ""to become ready to be milked""",to milk,,Dravidian etymology,,,,,,,,,,,,2803,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=1194&root=config
"sit- ""to pierce""","to butt, gore",,Dravidian etymology,,,,,,,,,,,,2527,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=177&root=config
sūḍ-,to see,,Dravidian etymology,,,,,,,,,,,,2735,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=185&root=config
"dibbe ""hillock, mound""",mound,,Dravidian etymology,,,,,,,,,,,,3229,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=200&root=config
"ḍokoḍe ""a kind of lizard""",lizard,,Dravidian etymology,,,,,,,,,,,,2977,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=208&root=config
"tuppa ""shrub""","nest, tuft",,Dravidian etymology,,,,,,,,,,,,3322,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=1330&root=config
"lēng ""a tune""",voice,,Dravidian etymology,,,,,,,,,,,,835,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=365&root=config
elb (pl. elub),white ant,,Dravidian etymology,,,,,,,,,,,,837,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=243&root=config
"rēs nete ""hunting dog, hound""",wild dog,,Dravidian etymology,,,,,,,,,,,,817,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=253&root=config
ēg,leaf,,Dravidian etymology,,,,,,,,,,,,775,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=257&root=config
"ēp- ""to receive, take""",to take; to receive,,Dravidian etymology,,,,,,,,,,,,905,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=261&root=config
"gaṭṭin ""hard""","hard, thick; spleen",,Dravidian etymology,,Also Kolamikeḍkhard,,,,,,,"Contamination is certain here, although the exact meanings of both roots is hard to determine. While  on first sight it would be natural to assume the meaning 'spleen' for*kaṭ-and 'hard' for*gaṭ-, this hardly seems convenient considering that in some SDR and Gondwan languages it is just the opposite. There's also a possibility of devoicing in Naikri through assimilation.",,,1148,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=285&root=config
"guddap- ""to pound with fist, butt""",to beat,,Dravidian etymology,,,,,,,,,,,,1850,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=326&root=config
"guḍiya ""a small field for cultivation of vegetables""",field,,Dravidian etymology,,,,,,,,,,,,1682,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=327&root=config
"iŋk-ēr- ""to be absorbed""",(water) to subside,,Dravidian etymology,,,,,,,,,,,,430,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=836&root=config
rēŋ,Zizyphus jujuba,,Dravidian etymology,,,,,,,,,,,,475,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=1115&root=config
iḍigeda,a few,,Dravidian etymology,,,,,,,,,,,,445,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=354&root=config
"kayar ""anger, sorrow""","fear, anger",,Dravidian etymology,,,,,,,,,,,,1089,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=468&root=config
"kadur ""an instrument used to spin threads from cotton""",a k. of spindle,,Dravidian etymology,,,,,,,,,,,,1195,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=412&root=config
kiy,hand,,Dravidian etymology,,Also Gadba_S3kiyhand,,,,,,,,,,2023,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=500&root=config
kak-,to vomit,,Dravidian etymology,,,,,,,,,,,,1079,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=420&root=config
"kampu ""bad smell""",a smell,,Dravidian etymology,,,,,,,,,,,,1247,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=431&root=config
"kaṇḍa ""muscle""",flesh,,Dravidian etymology,,,,,,,,,,,,1175,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=435&root=config
"karŋ-ēr- ""to be melted""",to melt,,Dravidian etymology,,,,,,,,,,,,1292,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=460&root=config
"karuvu ""famine""",hunger,,Dravidian etymology,,,,,,,,,,,,1286,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=454&root=config
"kendiṭ ""hair""",feather,,Dravidian etymology,,"Also Salurkendī(pl.kendikīl,kendikūl) hair",,,,,,,,,,2002,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=508&root=config
"kork- (koruk-) ""to gnaw""",to bite,,Dravidian etymology,,,,,,,,,,,,2164,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=549&root=config
kolup,horse gram,,Dravidian etymology,,,,,,,,,,,,2153,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=536&root=config
"koṇḍavān ""a hill-man""","hill, mountain",,Dravidian etymology,,,,,,,,,,,,1864,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=543&root=config
kokalin,crane,,Dravidian etymology,,Also Salurkoŋalin(pl.koŋasil) crane,,,,,,,,,,2125,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=565&root=config
koḍukuḍ,fat,,Dravidian etymology,,"Also Parjikoṛukuḍfatness, fat",,,,,,,,,,2146,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=550&root=config
"kōti ""red-faced monkey""",a k. of monkey,,Dravidian etymology,,,,,,,,,,,,1769,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=575&root=config
kuy-,to cut,,Dravidian etymology,,,,,,,,,,,,1859,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=583&root=config
"kop- ""to be full""","to fill; heap, stack",,Dravidian etymology,,"Also Parjikopp-to be full;kopip-(kopit-) to fill up;kopafull;koppasmall hillock; Ollarikopehill, forest; Gadba_S3kopup-to fill (tr.);koppenfull",,,,,,,"Evidence for two roots here, indeed, confirmed by external data.",,,1731,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fkogaet&text_number=544&root=config
