Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
g_h_urr-ing,to growl,,Dravidian etymology,,"Also BRAgūrringto gurgle (of camels), groan loudly",,,,,,,,,,1852,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=63&root=config
ī-,this,,Nostratic etymology,,,,,,,,,,,,,,,,26,13,
ī-,"a base declined for case, to which the enclitic suffix pronouns are added",,Dravidian etymology,,,,,,,,,,,,410,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=253&root=config
han-ēn,sweet,,Nostratic etymology,,,,,,,,,,,,,,,,27,5,
han-ēn,sweet,,Dravidian etymology,,,,,,,,,,,,530,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=68&root=config
"ainō, annō",today,,,,,,,,,,,Compound: < *i 'this' + *ńēind_ 'day'.,,,,,,,27,6,
"ainō, annō",today,,Dravidian etymology,,,,,,,,,,,,410,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=2&root=config
ir-ag_h_,food,,,,,,,,,,,,,,,,,,27,9,
ir-ag_h_,"bread, food",,Dravidian etymology,,,,,,,,,,,,490,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=92&root=config
ir-aṭ,two,,Nostratic etymology,,,,,,,,,,,,,,,,27,10,
ir-aṭ,two (entities),,Dravidian etymology,,Also BRA adj.irā,,,,,,,,,,474,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=93&root=config
ir-is,to scratch (ground); to comb,,Nostratic etymology,,,,,,,,,,,,,,,,27,15,
ir-is,a comb,,Dravidian etymology,,,,,,,,,,,,493,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=94&root=config
īl-um,young,,,,,,,,,,,,,,,,,,28,5,
īl-um,brother,,Dravidian etymology,,Also BRAīṛsister,,,,,,,,,,513,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=254&root=config
hīning,to bear young,,Nostratic etymology,,,,,,,,,,,,,,,,28,6,
hīn-ing,"to lamb, kid, foal, calf, etc.",,Dravidian etymology,,,,,,,,,,,,555,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=84&root=config
hī-l_h_,bee; fly,,,,,,,,,,,Unclear if Brahui really belongs here.,,,,,,,28,8,
hī-l_h_,fly,,Dravidian etymology,,,,,,,,,,,,533,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fbraet&text_number=83&root=config
