Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
ambāḍu,to crawl,,Dravidian etymology,,,,,,,,,,,,180,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2ftelet&text_number=109&root=config
"cāru ""a kind of curry""",tamarind soup or broth,,Dravidian etymology,,,,,,,,,,,,2484,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2ftelet&text_number=1214&root=config
talgu,to strike,,Dravidian etymology,,,,,,,,,,,,3105,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2ftelet&text_number=1495&root=config
kukuṇḍu,to sit,,Dravidian etymology,,,,,,,,,,,,1628,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2ftelet&text_number=809&root=config
"miḍsu ""neck""","neck, shoulders",,Dravidian etymology,,Alsomeḍa-kāyaneck,,,,,,,,,,4847,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2ftelet&text_number=2400&root=config
nēlka,tongue,,Dravidian etymology,,,,nāluka,nālka,,,,,,,3633,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2ftelet&text_number=1765&root=config
