Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
aṭi,foot,"aṭimaslavery, slave, feudal dependency;aṭiyānslave, servant; fem.aṭiyātti",Dravidian etymology,,,,,,,,,,,,0072,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=63&root=config
atiruka,to shake,,Dravidian etymology,,,,,,,,,For Kan. adal- cf.*adaḷ-.,,,0137,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=121&root=config
aṭukka,to be fit,"aṭavuregular custom, dexterity, perfection;aṭavidexterity, cleverness",Dravidian etymology,,,,,,,,,"The origin of forms like Tam.aṭai-vuis unclear (a different verbal stem*aḍai-, not preserved by itself?). Tamilaṇṭuhardly belongs here; no other Dravidian language has a nasal in this root, so it may have been a secondary contamination with*aṇai-""to approach, come near"".",,,0078,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=69&root=config
atakkuka,"to grind; to press, squeeze",atukkukato squeeze,Dravidian etymology,,,,,,,,,"The presence of an inlaut*-m-in this root is well confirmed by external data. We have, therefore, to regard Kannaḍa forms likeadamu, adimu, adumuas the most archaic, despite the confusing mixture of dialectal forms. In Tamil a form like*atumuwould be impossible since-umucan only be found after resonants (cf.ur_umu,kuẓumuetc.); it is possible that Kan.adumu= Tam.atavu, with secondary loss of nasalisation in Tamil (although the 2nd syllable vowel is still irregular). However, the original*atum-may have yieldedatuŋ-when combined with the intransitive suffix:*atum- + *-ŋ->atuŋku, andatukk-when combined with the corresponding transitive suffix. The formatakkuis then either dialectal or due to contamination withaṭakku'control, repress, conceal' (cf. the spectrum of meanings).",,,0133,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=119&root=config
aṭukku,to pile up,"aṭukkukato pile up;aṭukkama plain, field",Dravidian etymology,,,,,,,,,,,,0080,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=71&root=config
aṭi,"to pound, beat; to kill","aṭikkato beat, strike;aṭippuprinting, stamping, coining;aṭiccalbeating;aṭala fight;aṭalārenemies;aṭarwar;aṭantaa mode of beating time in music",Dravidian etymology,,,,,,,,,,,,0077,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=68&root=config
aṭuka (aṭṭu),to approach; to reach,"aṭukkato come nigh, approach, close;aṭuppikkato bring near;aṭuppam,aṭuppunearness;aṭakkaḷamshelter;aṭayukato get into, come into possession, obtain;aṭekkato take in, receive, collect, pay in;aṭakkampossession, enjoyment;aṭaincubation; bail, pledge; shelter, refuge;aṭavumoney that has come to hand;aṭamānama pawn, mortgage",Dravidian etymology,,,,,,,,,,,,0079,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=70&root=config
akam,inside,"akattuwithin, in the house;akattānmaster of the house;akattāḷmistress of the house;akattōnindoor servant; fem.akattōḷ;akaŋkaipalm of hand;akaŋkālsole of foot;akā,akāyiinside of house, room;akaṭu,akiṭuudder;aka-ppeṭuka,āppeṭukato get into, be caught, befall;aka-ppeṭukkato catch",Dravidian etymology,,,,,,,,,,,,0007,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=6&root=config
akaluka,to spread,"akalcaseparation, distance;akar_r_ukato extend (tr.), open, remove, put away;akattukato distend;akalambreadth, distance;ālambreadth;akala,akalēfar off, aside",Dravidian etymology,,,,,,,,,"The auslaut-al- on SDR grounds at least - forms part of the root (Tamilālam< dial.*agalam; Todaoxinox ɨn-, etc. may be a contraction from earlier*oxl-<*agal-).",,,0008,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=7&root=config
akal,small earthen pot,,Dravidian etymology,,,,,,,,,,,,0009,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=8&root=config
