Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"aviŋ, havi","flesh, meat",,Gondwan etymology,,,,,,,,,,,3359,3373,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1088&root=config
aṛapi,cowdung,,Gondwan etymology,,,,,,,,,,,3352,2402,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1081&root=config
"ār̨vur ""six (masc.)""",six,,Gondwan etymology,,"Also Gondi_Trsārksix each; Gondi_W, Gondi_Phsarne(W) fourth day after tomorrow, (Ph) sixth day",,,,,,,In Gondi_Gs-preserved by analogy with 'five'.,,3344,2485,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1091&root=config
āp(i) (pl. āʔku),thorn,,Gondwan etymology,,,,,,,,,,,3369,2468,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1095&root=config
ar̨ŋgi,sāl tree,,Gondwan etymology,,,,,,,,,,,3525,2420,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1074&root=config
ēpor̨,broom,,Gondwan etymology,,Also Gondi_MhepāThysanolaena agrostis [a grass],,,,,,,,,3590,2599,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1108&root=config
enn(i),head of corn,,Gondwan etymology,,Also Gondi_A (SR)seŋkcorn (pl.),,,,,,,,,3469,2798,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1098&root=config
"ēr ""plough and team""",a plough,,Gondwan etymology,,,,,,,,,,,3481,2815,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1109&root=config
ille,"not, no",,Gondwan etymology,,"Also Gondi_A (SR)sillenot, no; Gondi_Chdhill-to be not (complete paradigm; SR also gives conjugated forms ofsil/l/-)",,,,,,,,,3414,2559,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1178&root=config
itta,tamarind,,Gondwan etymology,,,,,,,,,,,3381,2529,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fgonet&text_number=1130&root=config
