Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"tugūṛ- (tugūc-) ""to fall asleep while talking""",to sleep,,South Dravidian etymology,,"Also Toda ?tūs-(tūsy-) to become useless or damaged, (woman) is not married",,,,,,,,,,3291,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=766&root=config
"cut- (cuty-) ""to wander, wrap around, coil (rope), twirl (sling), wrap on (waistcloth)""",to wander,,South Dravidian etymology,,"Also Todatüt_binding of thatch wound around roof-poles;tüt_ xwɨṛlarge intestine;tüt_ mutmall around;tud_pycircle, round place",,,,,,,"The development*cut_-ǐ->*cuc-(in the past stem) was most probably hindered in Kota because of dissimilative reasons; later the present stem became influenced by the past stem. Considering, however, that even so Kota*cut_-rather thancut-would be expected, it is also possible that the Kota form is a borrowing from Kannada.",,,2715,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=134&root=config
capaṭ,noise of hand-clap,,South Dravidian etymology,,,,,,,,,,,,2335,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1213&root=config
carpeyḷg,woman's neckchain,,South Dravidian etymology,,,,,,,,,,,,2358,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1216&root=config
cek,chip,,South Dravidian etymology,,,,,,,,,,,,2748,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1226&root=config
"ceṇḍ ""ball used in games, ball on man's hair-cord""",ball,,South Dravidian etymology,,,,,,,,,"The Toda form may be a re-borrowing from Tamil, etc. (*söḍwould be expected).",,,2766,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=107&root=config
tic,fire,,South Dravidian etymology,,"Also Todakic,kičfire (in songs; < Badaga)",,,,,,,In Toda *-c > -t probably by assimilation.,,,1514,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=744&root=config
cikn,mouse,,South Dravidian etymology,,,,,,,,,,,,2495,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1229&root=config
cilk iṛ- (iṭ-),to drizzle,,South Dravidian etymology,,,,,,,,,,,,2569,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1231&root=config
"cilr ""odd (over a round number;cāvrm cilr kāca thousand-odd rupees)""",silver,,South Dravidian etymology,,Also Kotacilr dēvādya small-change god (contrasted withcōymthe great god); Todasilysilver (in songs),,,,,,,"Obviously a contamination of the original*sil-""small, trifle"" and Englishsilver(cf. esp. Todasilfōrm), but even the older forms might have been borrowings from Tamil.",,,2574,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=116&root=config
"tēl ""forest; menstrual blood""",forest,,South Dravidian etymology,,"Also Kotatēl uk-to menstruate (lit. enter forest);tēl uḷ(lit. the inside of the forest),tēl uḷ pay(lit. house inside forest) menstrual house;cōlgnman of a forest trible living near Bokkapur [Sholagar, Census 1931, 1.3B, p. 194); Todaswāljungle (in song; < Badagasōlejungle with trees);swālgn= Kotacōlgn",,,,,,,All the forms withc-ands-are borrowings.,,,2891,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=128&root=config
curk,"fleetness of foot, diligence, hardworking; active, strong (of chillies)",,South Dravidian etymology,,,,,,,,,,,,2713,,2,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fktet&text_number=1639&root=config
