Word,Meaning,Derivates,Etymology,Additional Forms,Additional forms,Dialectal forms,Dialectal forms (1),Dialectal forms (2),Dialectal forms (3),Dialectal forms (4),Miscellaneous,Notes,Notes on correspondences,Number in CVOTGD,Number in DED,Stems,_depth,_error,_page,_record_num,_url
"akka (nom. sg.akkaṃ,i. e.akkan,nom. pl.akkaŋgaḷ/akkandir)",elder sister,,Dravidian etymology,,,,,,,,,,,,0023,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=20&root=config
a-,that,,Dravidian etymology,,,,,,,,,,,,0001,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=4686&root=config
allu,"to knit, weave",,Dravidian etymology,,,,,,,,,,,,0260,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=234&root=config
alla,not,"alladabeing not so or that, being not proper",Dravidian etymology,,,,,,,,,,,,0234,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=211&root=config
"aḷa, aḷavi, aḷavu, alavu",strength,,Dravidian etymology,,,,,,,,,,,,0291,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=261&root=config
"aḷar_, aḷaku, aḷiku, aḷuku, aḷku, aḷkar_",to fear,"aḷar_isu,aḷakisu,aḷikisuto frighten;aḷar_,aḷaku,aḷku,aḷarpufear, anguish;aḷasusound in coitu",Dravidian etymology,,,,,,,,,,,,0306,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=275&root=config
aḷur,"to enclose, cover",vb. n.aḷurke,Dravidian etymology,,,,,,,,,,,,0307,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=276&root=config
"ala, alapu, alupu, alavu, alavike, alasike",to suffer,"alapaṭe,lampaṭe,alasaṭeexhaustion, weariness, harassment;alasuto become weary, be tired, vexed, disgusted, loiter; n. weariness;aleto annoy, slight, disgrace;allaristate of being troubled, disturbed, harassed",Dravidian etymology,,,,,,,,,"In Tamil there exists evidence for at least three bisyllabic stems with similar semantics:ala-,alu-,alai-. The variant with-u-is the least well represented of the three and may be secondary (e. g., a back-formation fromaluppu, which itself would be a reduced dialectal variant of*alappu). The other two, however, both find parallels outside of the Tamil-Malayalam area (cf. the Kan. oppositionala-ale), and the question is whether they go back to the same root or not. According to the general policy of DEDR, we would have to judge in favour of the former; in this particular case, however, even Burrow & Emeneau note that ""these etyma and those s. v. Ta.alaŋkuseem to have started from two roots with different basic meanings: suffer and move, shake"". It seems, therefore, reasonable to trace*ala-back to a stem with the basic meaning 'suffer', and*alai-back to 'move, shake, dangle', with a whole bunch of derived forms (see*ala-ŋ-,*ala-ṭ-, etc.). For the same reason of numerous possible contaminations, however, that Burrow & Emeneau also complain about, we do not separate the forms in this database entry.",,,0236,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=213&root=config
"aḷe (aḷad-, aḷed-)",to measure,"aḷate,aḷtemeasure, extent, measurement;aḷavu,aḷabumeasure",Dravidian etymology,,,,,,,,,,,,0295,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=265&root=config
alar_u,to chatter,,Dravidian etymology,,,,,,,,"IRUlāruto shout, roar, (woman) gossips","SDR presents evidence for two different stems, most probably descended from the same bisyllabic root*ala-. Not quite clear is the geminated-ll-in Tamilallappan_(cf. its absence in Mal.alappan; possibly an irregularity of expressive character).",,,0245,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=222&root=config
"alagu, alugu",blade,,Dravidian etymology,,,,,,,,,,,,0237,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=214&root=config
"alaku, alagu, aluku, alugu, aluŋgu, aḷaku, aḷuku, aḷku","to move, shake","alacu,alasu,alagisu,alugisuto shake (tr.);aleto move about, move to and fro, shake, dangle, wander; shake (tr.); n. wave, billow;aletaact of wandering, etc.;allāḍuto be agitated, shake, move, swing",Dravidian etymology,,,,,,,,"IRUlē-(lend-) to roam, wander","Burrow & Emeneau rightly state that the root must have undergone severe contamination with*ala-'to suffer'. The different forms are even harder to disentangle because of the root's high productivity: derivate stems*ala-ŋ-,*ala-mb-, and*ala-s-all go back to at least PSDR and probably even further back.",,,0240,,1,,,,https://starlingdb.org/cgi-bin/response.cgi?single=1&basename=%2fdata%2fdrav%2fsdret&text_number=217&root=config
